exp_id,exp_name,epoch,train_acc,train_loss,val_acc,val_loss,is_best,duration
exp251014_161144,baseline_cbam,1,0.64265,1.1641055994987488,0.6074,1.2413430799484253,True,33.14779257774353
exp251014_161144,baseline_cbam,2,0.731025,0.9481082578659058,0.6538,1.1275623069763183,True,32.95108962059021
exp251014_161144,baseline_cbam,3,0.869225,0.6533642274379731,0.7371,0.9491404760360718,True,32.48517036437988
exp251014_161144,baseline_cbam,4,0.910575,0.5393130016803741,0.7145,1.0222372108459472,False,32.94480061531067
exp251014_161144,baseline_cbam,5,0.953475,0.4312890756130219,0.734,1.0146359188079834,False,32.731343269348145
exp251014_161144,baseline_cbam,6,0.95435,0.41947529006004336,0.7214,1.0803661705970764,False,32.75490403175354
exp251014_161144,baseline_cbam,7,0.956375,0.4064275681018829,0.7079,1.172436021232605,False,32.842546463012695
exp251014_161144,baseline_cbam,8,0.97855,0.350701268529892,0.7365,1.0630077617645264,False,32.991459369659424
exp251014_161144,baseline_cbam,9,0.974225,0.35840552129745484,0.7282,1.1455243217468263,False,32.67020106315613
exp251014_161144,baseline_cbam,10,0.985025,0.32814399337768557,0.7509,1.0438990863800048,True,32.282732248306274
exp251014_161144,baseline_cbam,11,0.9838,0.3301258808135986,0.7429,1.1045019584655762,False,32.38317584991455
exp251014_161144,baseline_cbam,12,0.986375,0.32313808469772337,0.7499,1.0637040783882141,False,32.240341663360596
exp251014_161144,baseline_cbam,13,0.9929,0.3049115313053131,0.7558,1.0532830533981323,True,32.964608669281006
exp251014_161144,baseline_cbam,14,0.9923,0.30647527260780333,0.7541,1.054895006942749,False,33.12864661216736
exp251014_161144,baseline_cbam,15,0.990475,0.3109337358951569,0.746,1.0993061786651612,False,32.503039836883545
exp251014_161144,baseline_cbam,16,0.994075,0.3010246891498566,0.7592,1.0578540954589843,True,32.963780641555786
exp251014_161144,baseline_cbam,17,0.992,0.30492739424705506,0.7511,1.1018133670806884,False,33.18420195579529
exp251014_161144,baseline_cbam,18,0.99355,0.3019028109550476,0.7504,1.0962651126861571,False,32.95920276641846
exp251014_161144,baseline_cbam,19,0.994275,0.29931486225128173,0.7587,1.0873576807022094,False,32.939257860183716
exp251014_161144,baseline_cbam,20,0.99685,0.29273278260231017,0.7655,1.0631675437927246,True,33.13472533226013
exp251014_161144,baseline_cbam,21,0.992575,0.3039863392829895,0.7601,1.1147260584831238,False,32.23823022842407
exp251014_161144,baseline_cbam,22,0.997125,0.2908464729785919,0.7654,1.0741335344314575,False,32.722723960876465
exp251014_161144,baseline_cbam,23,0.997075,0.29110046353340147,0.768,1.080926058769226,True,33.25987195968628
exp251014_161144,baseline_cbam,24,0.996575,0.2921719571590424,0.7583,1.108276336479187,False,32.89081025123596
exp251014_161144,baseline_cbam,25,0.993275,0.3014450219154358,0.7491,1.1730445909500122,False,32.969393253326416
exp251014_161144,baseline_cbam,26,0.998625,0.2870288719177246,0.7649,1.0831707624435425,False,32.46859860420227
exp251014_161144,baseline_cbam,27,0.997875,0.2890986418247223,0.7717,1.1050558713912964,True,32.7839720249176
exp251014_161144,baseline_cbam,28,0.9977,0.28901342253685,0.7654,1.1112945692062377,False,32.87306332588196
exp251014_161144,baseline_cbam,29,0.99685,0.2921681465625763,0.77,1.1104492130279542,False,32.795111417770386
exp251014_161144,baseline_cbam,30,0.998775,0.28596169061660764,0.776,1.0837361318588257,True,32.959022760391235
exp251014_161144,baseline_cbam,31,0.999375,0.28483592405319214,0.7777,1.0734123739242554,True,33.089242935180664
exp251014_161144,baseline_cbam,32,0.9981,0.2875095681190491,0.7698,1.1194379417419433,False,32.85920000076294
exp251014_161144,baseline_cbam,33,0.999525,0.28442080364227296,0.7797,1.0875564022064208,True,32.81380367279053
exp251014_161144,baseline_cbam,34,0.998475,0.2865000764369965,0.7675,1.1315315605163574,False,33.01443004608154
exp251014_161144,baseline_cbam,35,0.9994,0.2845712112903595,0.7792,1.0900370597839355,False,32.77135252952576
exp251014_161144,baseline_cbam,36,0.9996,0.2836805335521698,0.7866,1.070741054725647,True,32.824223279953
exp251014_161144,baseline_cbam,37,0.9999,0.2830251876831055,0.7852,1.0711312168121339,False,32.636993169784546
exp251014_161144,baseline_cbam,38,0.999875,0.2830787370204926,0.7886,1.0549643140792846,True,32.767934799194336
exp251014_161144,baseline_cbam,39,0.9997,0.28364021453857424,0.7834,1.076863890838623,False,32.594592571258545
exp251014_161144,baseline_cbam,40,0.9999,0.28312755179405213,0.786,1.076021870803833,False,33.56340456008911
exp251014_161144,baseline_cbam,41,0.99975,0.2832151334762573,0.7802,1.0828631664276123,False,32.93981695175171
exp251014_161144,baseline_cbam,42,0.99995,0.2827205161094666,0.7875,1.0637709796905517,False,32.56535530090332
exp251014_161144,baseline_cbam,43,0.999975,0.28269406538009645,0.7891,1.0646206157684326,True,32.8046760559082
exp251014_161144,baseline_cbam,44,0.999975,0.28267838110923765,0.7892,1.0573369525909424,True,32.50393271446228
exp251014_161144,baseline_cbam,45,0.99995,0.28276555132865905,0.7874,1.067523950958252,False,32.89592933654785
exp251014_161144,baseline_cbam,46,0.999975,0.28265456461906435,0.7876,1.0552235754013062,False,33.2814040184021
exp251014_161144,baseline_cbam,47,0.999975,0.28261978812217714,0.7923,1.0503660655975342,True,32.9363796710968
exp251014_161144,baseline_cbam,48,0.999975,0.28260960173606875,0.7955,1.0351322248458863,True,32.66732907295227
exp251014_161144,baseline_cbam,49,1.0,0.28255935707092283,0.7943,1.0379617406845092,False,33.029723167419434
exp251014_161144,baseline_cbam,50,1.0,0.2825761291503906,0.7914,1.0469966302871705,False,32.670475244522095
exp251014_161144,baseline_cbam,51,1.0,0.282571456861496,0.7921,1.0490067534446716,False,32.729888916015625
exp251014_161144,baseline_cbam,52,1.0,0.2825358510017395,0.7972,1.0196780027389527,True,32.91238570213318
exp251014_161144,baseline_cbam,53,1.0,0.2825298112869263,0.7954,1.0234383618354796,False,32.85271763801575
